iter	Passed	Remaining
403	1660	2448
404	1664	2444
405	1668	2440
406	1672	2436
407	1676	2431
408	1679	2427
409	1683	2422
410	1687	2417
411	1691	2413
412	1695	2409
413	1699	2405
414	1703	2400
415	1706	2395
416	1710	2391
417	1714	2386
418	1717	2381
419	1720	2376
420	1724	2371
421	1728	2367
422	1732	2362
423	1735	2358
424	1739	2353
425	1743	2349
426	1746	2344
427	1750	2339
428	1753	2334
429	1757	2329
430	1760	2324
431	1764	2320
432	1767	2315
433	1771	2310
434	1775	2306
435	1779	2301
436	1782	2296
437	1785	2291
438	1789	2287
439	1793	2282
440	1797	2278
441	1801	2273
442	1804	2269
443	1808	2264
444	1812	2260
445	1816	2255
446	1820	2251
447	1823	2247
448	1827	2242
449	1831	2237
450	1834	2233
451	1838	2229
452	1842	2224
453	1845	2219
454	1849	2215
455	1853	2211
456	1857	2207
457	1861	2202
458	1865	2198
459	1869	2194
460	1872	2189
461	1876	2185
462	1880	2180
463	1883	2176
464	1887	2171
465	1891	2167
466	1894	2162
467	1898	2158
468	1902	2153
469	1906	2149
470	1909	2144
471	1913	2140
472	1917	2136
473	1921	2132
474	1925	2127
475	1928	2123
476	1932	2118
477	1936	2114
478	1939	2109
479	1943	2105
480	1947	2100
481	1950	2096
482	1954	2092
483	1958	2087
484	1962	2083
485	1965	2078
486	1969	2074
487	1972	2069
488	1976	2065
489	1980	2060
490	1983	2056
491	1987	2052
492	1991	2048
493	1995	2044
494	1999	2039
495	2003	2035
496	2006	2030
497	2010	2026
498	2014	2022
499	2017	2017
500	2021	2013
501	2025	2008
502	2028	2004
503	2032	2000
504	2036	1996
505	2040	1991
506	2043	1987
507	2047	1983
508	2051	1979
509	2055	1974
510	2058	1970
511	2062	1965
512	2066	1961
513	2070	1958
514	2074	1953
515	2078	1949
516	2082	1945
517	2086	1941
518	2089	1936
519	2093	1932
520	2097	1928
521	2100	1923
522	2104	1919
523	2108	1914
524	2111	1910
525	2115	1906
526	2118	1901
527	2122	1897
528	2125	1892
529	2129	1888
530	2133	1884
531	2137	1879
532	2140	1875
533	2144	1871
534	2148	1866
535	2151	1862
536	2155	1858
537	2159	1854
538	2163	1850
539	2167	1846
540	2171	1842
541	2175	1838
542	2179	1834
543	2182	1829
544	2186	1825
545	2190	1821
546	2194	1817
547	2198	1813
548	2201	1808
549	2205	1804
550	2209	1800
551	2212	1795
552	2216	1791
553	2220	1787
554	2224	1783
555	2228	1779
556	2231	1774
557	2234	1770
558	2238	1765
559	2242	1761
560	2246	1757
561	2249	1753
562	2252	1748
563	2256	1744
564	2261	1740
565	2265	1737
566	2269	1733
567	2273	1728
568	2276	1724
569	2280	1720
570	2283	1715
571	2287	1711
572	2291	1707
573	2295	1703
574	2298	1699
575	2302	1695
576	2306	1690
577	2310	1686
578	2313	1682
579	2317	1678
580	2321	1674
581	2324	1669
582	2328	1665
583	2332	1661
584	2335	1656
585	2339	1652
586	2342	1648
587	2346	1644
588	2350	1640
589	2354	1636
590	2357	1631
591	2361	1627
592	2365	1623
593	2369	1619
594	2373	1615
595	2376	1611
596	2380	1607
597	2383	1602
598	2387	1598
599	2391	1594
600	2395	1590
601	2399	1586
602	2403	1582
603	2406	1578
604	2410	1573
605	2414	1569
606	2418	1565
607	2421	1561
608	2425	1557
609	2428	1552
610	2432	1548
611	2436	1545
612	2440	1540
613	2444	1536
614	2448	1532
615	2451	1528
616	2455	1524
617	2459	1520
618	2462	1515
619	2466	1511
620	2470	1507
621	2473	1503
622	2477	1499
623	2480	1494
624	2484	1490
625	2488	1486
626	2491	1482
627	2495	1478
628	2499	1474
629	2503	1470
630	2506	1465
631	2510	1461
632	2514	1457
633	2519	1454
634	2523	1450
635	2527	1446
636	2531	1442
637	2535	1438
638	2539	1434
639	2542	1430
640	2546	1426
641	2549	1421
642	2553	1417
643	2557	1413
644	2560	1409
645	2564	1405
646	2568	1401
647	2571	1396
648	2575	1392
649	2579	1388
650	2582	1384
651	2586	1380
652	2591	1376
653	2595	1373
654	2598	1368
655	2602	1364
656	2606	1360
657	2610	1356
658	2614	1352
659	2617	1348
660	2621	1344
661	2625	1340
662	2628	1336
663	2632	1332
664	2636	1328
665	2640	1324
666	2643	1319
667	2647	1315
668	2651	1311
669	2655	1307
670	2658	1303
671	2662	1299
672	2666	1295
673	2670	1291
674	2673	1287
675	2677	1283
676	2681	1279
677	2685	1275
678	2689	1271
679	2693	1267
680	2696	1263
681	2700	1259
682	2703	1254
683	2706	1250
684	2710	1246
685	2714	1242
686	2718	1238
687	2721	1234
688	2725	1230
689	2729	1226
690	2732	1221
691	2736	1217
692	2740	1213
693	2743	1209
694	2747	1205
695	2751	1201
696	2754	1197
697	2758	1193
698	2762	1189
699	2765	1185
700	2769	1181
701	2773	1177
702	2776	1173
703	2780	1169
704	2783	1164
705	2788	1161
706	2792	1157
707	2795	1152
708	2798	1148
709	2802	1144
710	2805	1140
711	2809	1136
712	2813	1132
713	2816	1128
714	2820	1124
715	2824	1120
716	2827	1116
717	2831	1112
718	2835	1108
719	2838	1104
720	2842	1100
721	2846	1096
722	2850	1091
723	2853	1087
724	2857	1083
725	2861	1079
726	2864	1075
727	2868	1071
728	2872	1067
729	2876	1063
730	2879	1059
731	2883	1055
732	2886	1051
733	2890	1047
734	2894	1043
735	2897	1039
736	2901	1035
737	2905	1031
738	2908	1027
739	2912	1023
740	2916	1019
741	2919	1015
742	2923	1011
743	2926	1006
744	2929	1002
745	2933	998
746	2937	994
747	2940	990
748	2944	986
749	2947	982
750	2951	978
751	2955	974
752	2958	970
753	2962	966
754	2966	962
755	2969	958
756	2973	954
757	2976	950
758	2980	946
759	2984	942
760	2988	938
761	2991	934
762	2995	930
763	2999	926
764	3003	922
765	3007	918
766	3010	914
767	3015	910
768	3019	906
769	3022	902
770	3026	898
771	3029	894
772	3033	890
773	3036	886
774	3040	882
775	3044	878
776	3047	874
777	3051	870
778	3054	866
779	3058	862
780	3062	858
781	3066	854
782	3069	850
783	3073	846
784	3076	842
785	3080	838
786	3084	834
787	3087	830
788	3091	826
789	3095	822
790	3099	818
791	3103	814
792	3106	810
793	3110	806
794	3113	802
795	3117	798
796	3121	795
797	3125	791
798	3128	787
799	3132	783
800	3136	779
801	3140	775
802	3144	771
803	3147	767
804	3151	763
805	3155	759
806	3159	755
807	3162	751
808	3166	747
809	3170	743
810	3173	739
811	3177	735
812	3180	731
813	3184	727
814	3188	723
815	3193	720
816	3197	716
817	3200	712
818	3204	708
819	3208	704
820	3211	700
821	3215	696
822	3219	692
823	3223	688
824	3227	684
825	3231	680
826	3234	676
827	3238	672
828	3241	668
829	3245	664
830	3249	660
831	3253	656
832	3256	652
833	3259	648
834	3263	644
835	3267	640
836	3271	637
837	3274	633
838	3278	629
839	3282	625
840	3286	621
841	3290	617
842	3294	613
843	3298	609
844	3302	605
845	3306	601
846	3310	598
847	3314	594
848	3318	590
849	3321	586
850	3325	582
851	3328	578
852	3332	574
853	3336	570
854	3339	566
855	3343	562
856	3347	558
857	3350	554
858	3354	550
859	3358	546
860	3362	542
861	3365	538
862	3369	534
863	3373	531
864	3377	527
865	3381	523
866	3384	519
867	3388	515
868	3392	511
869	3395	507
870	3399	503
871	3403	499
872	3407	495
873	3411	491
874	3415	487
875	3418	483
876	3422	480
877	3426	476
878	3429	472
879	3432	468
880	3436	464
881	3440	460
882	3443	456
883	3447	452
884	3451	448
885	3455	444
886	3459	440
887	3462	436
888	3466	432
889	3470	428
890	3473	424
891	3477	421
892	3481	417
893	3485	413
894	3489	409
895	3493	405
896	3497	401
897	3501	397
898	3504	393
899	3508	389
900	3512	385
901	3515	381
902	3519	378
903	3523	374
904	3527	370
905	3532	366
906	3535	362
907	3540	358
908	3544	354
909	3547	350
910	3551	346
911	3555	343
912	3559	339
913	3562	335
914	3566	331
915	3570	327
916	3574	323
917	3578	319
918	3582	315
919	3585	311
920	3589	307
921	3593	303
922	3596	300
923	3600	296
924	3605	292
925	3608	288
926	3612	284
927	3616	280
928	3620	276
929	3624	272
930	3627	268
931	3631	264
932	3635	261
933	3638	257
934	3642	253
935	3646	249
936	3649	245
937	3653	241
938	3657	237
939	3660	233
940	3664	229
941	3668	225
942	3672	221
943	3676	218
944	3679	214
945	3683	210
946	3687	206
947	3690	202
948	3694	198
949	3698	194
950	3701	190
951	3705	186
952	3709	182
953	3713	179
954	3717	175
955	3721	171
956	3724	167
957	3728	163
958	3732	159
959	3735	155
960	3739	151
961	3743	147
962	3747	143
963	3751	140
964	3754	136
965	3758	132
966	3762	128
967	3766	124
968	3769	120
969	3773	116
970	3777	112
971	3781	108
972	3784	105
973	3788	101
974	3791	97
975	3795	93
976	3799	89
977	3803	85
978	3806	81
979	3811	77
980	3814	73
981	3818	69
982	3822	66
983	3826	62
984	3829	58
985	3833	54
986	3837	50
987	3841	46
988	3845	42
989	3848	38
990	3852	34
991	3855	31
992	3859	27
993	3863	23
994	3866	19
995	3870	15
996	3874	11
997	3877	7
998	3881	3
999	3885	0
