boxofficeType,showRange,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
일별 박스오피스,20210404~20210404,6,6,-1,OLD,20205155,"조제, 호랑이 그리고 물고기들",2021-03-31,36494250,2.4,-5006870,-12.1,142056400,3737,-557,-13,16032,399,588
일별 박스오피스,20210404~20210404,7,7,0,OLD,20216673,더 박스,2021-03-24,21007200,1.4,-4440300,-17.4,854287430,3047,-485,-13.7,108602,27,37
일별 박스오피스,20210404~20210404,8,8,1,OLD,20216432,최면,2021-03-24,24494550,1.6,2944650,13.7,461073840,2550,295,13.1,50550,162,207
일별 박스오피스,20210404~20210404,9,9,-1,OLD,20190683,아무도 없는 곳,2021-03-31,22353350,1.4,-4098080,-15.5,117055880,2376,-347,-12.7,13871,353,466
일별 박스오피스,20210404~20210404,10,10,0,OLD,20214847,해길랍,2021-03-31,12896250,0.8,-5026020,-28,86855230,1267,-508,-28.6,10051,187,233
일별 박스오피스,20210405~20210405,1,1,0,OLD,20215850,고질라 VS. 콩,2021-03-25,107445070,27.5,-465573660,-81.2,5510608810,11035,-46626,-80.9,574435,837,2215
일별 박스오피스,20210405~20210405,2,2,0,OLD,20197434,자산어보,2021-03-31,94147320,24.1,-294278590,-75.8,1502369100,10807,-30817,-74,173646,992,2686
일별 박스오피스,20210405~20210405,3,3,0,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,78544340,20.1,-164124040,-67.6,15278154230,8163,-16423,-66.8,1589624,536,1095
일별 박스오피스,20210405~20210405,4,4,0,OLD,20205144,미나리,2021-03-03,28165910,7.2,-58163290,-67.4,7924555970,3169,-5843,-64.8,876336,450,764
일별 박스오피스,20210405~20210405,5,5,2,OLD,20216673,더 박스,2021-03-24,13520060,3.5,-7487140,-35.6,867807490,2011,-1036,-34,110613,30,37
일별 박스오피스,20210405~20210405,6,6,0,OLD,20205155,"조제, 호랑이 그리고 물고기들",2021-03-31,9923400,2.5,-26570850,-72.8,151979800,1062,-2675,-71.6,17094,290,401
일별 박스오피스,20210405~20210405,7,7,2,OLD,20190683,아무도 없는 곳,2021-03-31,7348850,1.9,-15004500,-67.1,124404730,825,-1551,-65.3,14696,250,313
일별 박스오피스,20210405~20210405,8,8,0,OLD,20216432,최면,2021-03-24,5622590,1.4,-18871960,-77,466696430,615,-1935,-75.9,51165,104,126
일별 박스오피스,20210405~20210405,9,9,1,OLD,20214847,해길랍,2021-03-31,5567210,1.4,-7329040,-56.8,92422440,600,-667,-52.6,10651,157,192
일별 박스오피스,20210405~20210405,10,10,10,OLD,20201841,부활,2020-07-09,2455000,0.6,-362400,-12.9,147132680,291,-23,-7.3,18391,33,37
일별 박스오피스,20210406~20210406,1,1,1,OLD,20197434,자산어보,2021-03-31,87578340,23.6,-6568980,-7,1589947440,10091,-716,-6.6,183737,993,2591
일별 박스오피스,20210406~20210406,2,2,-1,OLD,20215850,고질라 VS. 콩,2021-03-25,90296240,24.3,-17148830,-16,5600905050,9280,-1755,-15.9,583715,825,2117
일별 박스오피스,20210406~20210406,3,3,0,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,72944940,19.7,-5599400,-7.1,15351099170,7532,-631,-7.7,1597156,549,1103
일별 박스오피스,20210406~20210406,4,4,0,OLD,20205144,미나리,2021-03-03,32163630,8.7,3997720,14.2,7956719600,3700,531,16.8,880036,488,821
일별 박스오피스,20210406~20210406,5,5,0,OLD,20216673,더 박스,2021-03-24,11321000,3.1,-2199060,-16.3,879128490,1587,-424,-21.1,112200,24,26
일별 박스오피스,20210406~20210406,6,6,0,OLD,20205155,"조제, 호랑이 그리고 물고기들",2021-03-31,10564660,2.8,641260,6.5,162544460,1155,93,8.8,18249,291,401
일별 박스오피스,20210406~20210406,7,7,0,OLD,20190683,아무도 없는 곳,2021-03-31,8179790,2.2,830940,11.3,132584520,940,115,13.9,15636,256,337
일별 박스오피스,20210406~20210406,8,8,1,OLD,20214847,해길랍,2021-03-31,6862840,1.9,1295630,23.3,99285280,732,132,22,11383,144,177
일별 박스오피스,20210406~20210406,9,9,-1,OLD,20216432,최면,2021-03-24,4609920,1.2,-1012670,-18,471306350,496,-119,-19.3,51661,94,114
일별 박스오피스,20210406~20210406,10,10,0,NEW,20199630,어른들은 몰라요,2021-04-15,2646000,0.7,2646000,100,4428000,294,294,100,492,2,8
일별 박스오피스,20210407~20210407,1,1,0,NEW,20216492,노바디,2021-04-07,97012620,19.3,97012620,100,117403620,11224,11224,100,14137,430,1401
일별 박스오피스,20210407~20210407,2,2,-1,OLD,20197434,자산어보,2021-03-31,83293500,16.6,-4284840,-4.9,1673240940,9587,-504,-5,193324,882,2242
일별 박스오피스,20210407~20210407,3,3,-1,OLD,20215850,고질라 VS. 콩,2021-03-25,85527500,17.1,-4768740,-5.3,5686432550,8892,-388,-4.2,592607,816,2025
일별 박스오피스,20210407~20210407,4,4,-1,OLD,20200703,극장판 귀멸의 칼날: 무한열차편,2021-01-27,72966680,14.6,21740,0,15424065850,7594,62,0.8,1604750,521,1104
일별 박스오피스,20210407~20210407,5,5,41,OLD,20200065,더 파더,2021-04-07,29503710,5.9,29187710,9236.6,51186210,3597,3550,7553.2,5986,338,573
일별 박스오피스,20210407~20210407,6,6,-2,OLD,20205144,미나리,2021-03-03,26404370,5.3,-5759260,-17.9,7983123970,2991,-709,-19.2,883027,438,674
일별 박스오피스,20210407~20210407,7,7,-2,OLD,20216673,더 박스,2021-03-24,13131000,2.6,1810000,16,892259490,1824,237,14.9,114024,14,18
일별 박스오피스,20210407~20210407,8,8,0,NEW,20208616,간이역,2021-02-18,13464000,2.7,13464000,100,22492340,1496,1496,100,2554,5,7
일별 박스오피스,20210407~20210407,9,9,0,NEW,20215750,피넛 버터 팔콘,2021-04-07,12177010,2.4,12177010,100,20483010,1353,1353,100,2245,141,203
일별 박스오피스,20210407~20210407,10,10,0,NEW,20215803,타인의 친절,2021-04-07,8681070,1.7,8681070,100,12611070,1071,1071,100,1514,140,187
